Hugo_Symbol,name,recon_1
CBX1,CBX1,9.486024
DDX55,DDX55,4.767096
CCZ1B,CCZ1B,5.6608634
DNAJA2,DNAJA2,6.9758916
FAM153C,FAM153C,1.0895483
ZNF385A,ZNF385A,6.9503345
MOGAT2,MOGAT2,4.656327
KIAA0408,KIAA0408,5.1246324
NME7,NME7,8.880065
TOM1L1,TOM1L1,6.2868714
CDHR5,CDHR5,11.122364
NR0B1,NR0B1,0.42296597
SETDB2,SETDB2,8.534812
C5orf45,C5orf45,8.347525
GYS1,GYS1,6.295696
C1orf94,C1orf94,0.29094276
TPRN,TPRN,9.038914
TBC1D8,TBC1D8,4.6388564
DCAF10,DCAF10,5.6687307
NCBP1,NCBP1,10.503272
PTCHD1,PTCHD1,6.0770664
SIRPG,SIRPG,6.789935
E2F6,E2F6,5.236623
ANK1,ANK1,6.746098
CFB,CFB,9.093877
AP1S2,AP1S2,7.3359017
AC105020.1,AC105020.1,6.4011207
SLC24A1,SLC24A1,5.2906804
PARD6B,PARD6B,6.058387
NLRP11,NLRP11,8.747162
ZNF396,ZNF396,3.498008
C2orf57,C2orf57,0.074274436
GLE1,GLE1,6.424648
FETUB,FETUB,3.5078146
PYROXD2,PYROXD2,7.36324
CNOT6L,CNOT6L,5.7981195
NPR3,NPR3,2.78308
ZNF544,ZNF544,7.273986
CRABP2,CRABP2,7.950534
KIAA0922,KIAA0922,4.8626804
ODAM,ODAM,3.2369568
AC174470.1,AC174470.1,13.909313
FDPS,FDPS,6.9017553
SRPX2,SRPX2,5.5265174
TMIE,TMIE,7.1502304
TGFBR3,TGFBR3,3.186434
LDOC1L,LDOC1L,4.3780384
RNF216,RNF216,5.714219
FFAR4,FFAR4,1.1712373
DPY19L3,DPY19L3,4.461141
GTF2H2C,GTF2H2C,4.493884
PRRX2,PRRX2,6.932724
DSG4,DSG4,5.061477
CHRNA1,CHRNA1,5.491204
SLC18A2,SLC18A2,3.512488
MACF1,MACF1,6.656754
HEPACAM,HEPACAM,0.29397354
HELQ,HELQ,11.268298
PPP1R13B,PPP1R13B,5.924841
GDE1,GDE1,5.6898065
ZNF596,ZNF596,2.9578803
ALMS1,ALMS1,5.6337805
MRC1,MRC1,2.2660232
RILPL1,RILPL1,6.535051
TIMP1,TIMP1,7.8576026
DHRS7C,DHRS7C,7.009335
CLEC4F,CLEC4F,0.758375
HOXD11,HOXD11,11.428394
CLIP1,CLIP1,9.639233
FICD,FICD,12.1046915
C14orf142,C14orf142,8.270085
USP49,USP49,10.117866
ARHGAP4,ARHGAP4,6.8799276
STK32C,STK32C,4.3445697
GABRA2,GABRA2,10.305845
MAB21L3,MAB21L3,5.1971993
XKR8,XKR8,8.40914
CTD-3203P2.2,CTD-3203P2.2,9.553718
INSL3,INSL3,1.6960549
SMIM22,SMIM22,11.03319
FAM217B,FAM217B,3.9561172
DPRX,DPRX,3.8117585
NAA16,NAA16,8.591017
ATG2B,ATG2B,6.0289598
TSPAN2,TSPAN2,6.8175063
PIWIL2,PIWIL2,3.32827
FTO,FTO,5.0592256
GATSL1,GATSL1,1.6009431
EIF5B,EIF5B,7.694127
TBCD,TBCD,8.089742
C19orf26,C19orf26,5.2908545
SMCO2,SMCO2,2.6990058
PPIC,PPIC,5.7562203
SYNPO,SYNPO,6.6101837
MB21D2,MB21D2,3.9149575
DOHH,DOHH,4.785507
C1orf233,C1orf233,5.721082
SETD2,SETD2,6.8398585
GRIK3,GRIK3,10.58003
CXADR,CXADR,7.986583
THEG,THEG,1.5330728
UGT3A1,UGT3A1,15.249575
RP11-298I3.5,RP11-298I3.5,3.5323787
DNAJC21,DNAJC21,7.3189654
PON1,PON1,1.6997694
SRSF5,SRSF5,7.9088817
CBX5,CBX5,6.48725
APIP,APIP,8.930783
TREM2,TREM2,6.416705
MINOS1,MINOS1,8.650656
CMTM3,CMTM3,6.7777934
MTMR3,MTMR3,6.975113
AC091801.1,AC091801.1,4.6793294
CCDC180,CCDC180,2.0045993
CTGF,CTGF,6.7983484
LEP,LEP,5.56202
RPL37A,RPL37A,7.490587
SUV420H2,SUV420H2,7.323206
AC010536.1,AC010536.1,1.3356327
GPAT2,GPAT2,7.6014576
MLIP,MLIP,5.3662176
C5orf28,C5orf28,9.436952
KIAA1715,KIAA1715,7.9852633
ENPP2,ENPP2,8.6577
BDKRB2,BDKRB2,10.817295
GPR75,GPR75,5.878905
ITGA8,ITGA8,2.649674
TMEM238,TMEM238,4.587585
ZDHHC12,ZDHHC12,7.0616503
TNFAIP1,TNFAIP1,6.537657
KEL,KEL,4.397209
CYB5R1,CYB5R1,6.3997254
HSPA9,HSPA9,7.205726
TNFRSF13B,TNFRSF13B,1.700444
HAVCR1,HAVCR1,4.87666
OVOL2,OVOL2,6.6518865
PKMYT1,PKMYT1,6.011999
CLDN14,CLDN14,3.9927943
FOXA2,FOXA2,4.8568125
TAPT1,TAPT1,5.326959
NUMA1,NUMA1,7.2572856
SIGLEC14,SIGLEC14,8.950222
RD3,RD3,1.8731407
NPAS3,NPAS3,7.329236
QRSL1,QRSL1,11.2231655
ZNF518B,ZNF518B,3.9306142
AKAP8L,AKAP8L,7.3636937
PRKCQ,PRKCQ,8.130299
OFCC1,OFCC1,4.4521494
MAGT1,MAGT1,7.0323577
CNKSR2,CNKSR2,3.7777276
SEMA3G,SEMA3G,7.1228514
CNTNAP3B,CNTNAP3B,6.060201
LAMB2,LAMB2,6.296201
TPST1,TPST1,5.1546893
ARRDC2,ARRDC2,4.906545
TFAP4,TFAP4,8.167596
PCDHB12,PCDHB12,13.092246
CEP192,CEP192,4.4434943
MTA1,MTA1,9.73482
CLEC4G,CLEC4G,7.154029
MRPL45,MRPL45,5.4200997
TREX1,TREX1,5.2277102
SLC35E4,SLC35E4,7.0129867
GAB4,GAB4,3.762122
GJB7,GJB7,5.0986257
CNKSR1,CNKSR1,6.918218
AP000350.10,AP000350.10,0.5429369
TMEM82,TMEM82,0.13459021
PTPN20A,PTPN20A,1.3206141
ESYT2,ESYT2,7.5492344
ACER2,ACER2,9.333746
ETFDH,ETFDH,6.0548573
MED8,MED8,5.722595
MSLN,MSLN,4.5101027
NPY2R,NPY2R,1.8550204
FMR1,FMR1,5.8972855
EFHC1,EFHC1,6.1898575
C19orf35,C19orf35,1.3896434
KCNIP1,KCNIP1,4.9701357
TTC40,TTC40,6.8491898
NDST3,NDST3,11.750204
NHLH1,NHLH1,3.9131444
AP002884.3,AP002884.3,2.1093905
CCL18,CCL18,5.8653274
HES5,HES5,2.1818678
SLC35D2,SLC35D2,7.9906893
HSD17B7,HSD17B7,8.559601
C16orf91,C16orf91,6.7158594
ADAM23,ADAM23,3.9785106
RPA3,RPA3,5.6789346
CCDC127,CCDC127,7.488333
ATP6V1G1,ATP6V1G1,7.280026
SIDT1,SIDT1,5.4028044
UNC119,UNC119,6.4350977
FAM120B,FAM120B,7.6390133
LRRC52,LRRC52,6.1078587
MT-ND1,MT-ND1,7.833057
GRIA3,GRIA3,5.1131124
C19orf12,C19orf12,4.692998
ETV1,ETV1,5.5152254
NAA50,NAA50,8.098798
ZNF792,ZNF792,5.8773775
KLHL26,KLHL26,7.5489025
MICA,MICA,8.394313
PCSK7,PCSK7,10.231423
CD226,CD226,3.4844522
ZMAT5,ZMAT5,7.107845
TMEM39A,TMEM39A,7.8296385
MFSD2B,MFSD2B,2.003696
PRMT2,PRMT2,7.02291
GTF2F1,GTF2F1,7.451806
RPL22,RPL22,7.6955714
GATS,GATS,7.3730454
PTPLA,PTPLA,4.0840044
ACADVL,ACADVL,7.300567
CLDND1,CLDND1,7.6089225
KLHL9,KLHL9,5.562956
RUNX1,RUNX1,6.717583
RYBP,RYBP,6.2266216
CHD4,CHD4,6.6621556
HKDC1,HKDC1,11.592435
KHDC1L,KHDC1L,6.4981303
FXYD3,FXYD3,7.562479
MYO6,MYO6,7.0066404
HTR3C,HTR3C,14.890055
GBP3,GBP3,4.8083825
DPP4,DPP4,11.043139
ALKBH4,ALKBH4,4.5308924
PIH1D2,PIH1D2,2.5520957
C12orf77,C12orf77,0.37083465
HEATR4,HEATR4,4.8077593
CDYL,CDYL,6.987808
HOXC10,HOXC10,3.4037836
TGIF2,TGIF2,8.988944
ATP1B4,ATP1B4,6.3009543
DEFB126,DEFB126,14.53005
TES,TES,6.7384114
SLC35B2,SLC35B2,5.6907644
USP44,USP44,4.5636644
ACYP2,ACYP2,10.92544
L2HGDH,L2HGDH,6.4072523
CCT3,CCT3,7.6194596
PSMD11,PSMD11,7.198444
CDH20,CDH20,4.415507
ZFP69,ZFP69,4.202225
TRAIP,TRAIP,7.117843
RNF25,RNF25,7.2326975
PNLDC1,PNLDC1,1.7613373
PARP3,PARP3,5.4886723
NPM2,NPM2,6.200966
KDM2B,KDM2B,8.531116
HIBCH,HIBCH,9.01687
ITPRIP,ITPRIP,9.018954
TMEM129,TMEM129,7.889254
APOL6,APOL6,7.712032
ID4,ID4,9.573567
CHCHD10,CHCHD10,6.4123282
GSC,GSC,3.3747115
MYO15B,MYO15B,7.338022
CHTF18,CHTF18,4.910315
RBM6,RBM6,5.242991
C6orf10,C6orf10,8.604487
CCDC28A,CCDC28A,7.3484373
NPIPB5,NPIPB5,7.329886
DAZAP1,DAZAP1,8.891077
IL5,IL5,4.9101744
KCNJ3,KCNJ3,9.672837
CUL4A,CUL4A,7.5909457
HLTF,HLTF,4.5458922
KLF13,KLF13,6.0005026
TRIM13,TRIM13,6.745847
TGM3,TGM3,9.467327
PKN3,PKN3,7.249258
PCBD2,PCBD2,6.614149
KTN1,KTN1,8.774601
PTGES3L-AARSD1,PTGES3L-AARSD1,11.001921
PRRC2A,PRRC2A,6.9591265
NBPF3,NBPF3,3.4484298
PTX4,PTX4,5.5262403
GNAI1,GNAI1,6.924159
ICK,ICK,6.8061676
SNX25,SNX25,5.444649
ANP32A,ANP32A,7.2820587
IL36A,IL36A,5.6839395
MOCS1,MOCS1,3.7958095
C12orf43,C12orf43,4.592564
GPRASP2,GPRASP2,3.3200305
SLC4A2,SLC4A2,6.9377446
PITPNM3,PITPNM3,7.5942855
NPC2,NPC2,8.002569
XPO1,XPO1,7.0918565
KCNA7,KCNA7,7.1564097
ZNF746,ZNF746,8.856147
INTS4,INTS4,6.2729197
KIF23,KIF23,8.845057
IL36G,IL36G,6.696446
TMEM120B,TMEM120B,4.6708913
IQCJ-SCHIP1,IQCJ-SCHIP1,5.060819
FXYD1,FXYD1,6.6215014
LINC00696,LINC00696,5.6676946
C6orf47,C6orf47,5.125127
RGAG4,RGAG4,8.370555
TBC1D10A,TBC1D10A,6.4225936
VPS4A,VPS4A,7.4902205
RWDD2A,RWDD2A,3.1236904
AC115618.1,AC115618.1,1.2875249
IGSF5,IGSF5,0.9280452
ADTRP,ADTRP,3.9684136
ARMC1,ARMC1,5.170144
FERMT2,FERMT2,6.065307
DDX58,DDX58,10.152537
DNTTIP2,DNTTIP2,6.8924274
INTS6,INTS6,6.6889462
TREX2,TREX2,6.510167
PHTF2,PHTF2,10.864466
EIF1,EIF1,7.364197
KLK8,KLK8,6.8915515
TTC30B,TTC30B,3.3849874
COG7,COG7,5.8271513
CCR1,CCR1,11.889866
GSTA5,GSTA5,4.9499755
SEC62,SEC62,8.003079
LILRA4,LILRA4,2.0592458
ZNF559,ZNF559,4.129172
ZIC3,ZIC3,12.862422
GIF,GIF,5.3221493
TMC6,TMC6,6.9367313
RAP1GAP,RAP1GAP,7.1999984
SCAMP3,SCAMP3,7.9331274
MAGEA10,MAGEA10,5.98476
ANKRD52,ANKRD52,4.6886277
ESPN,ESPN,9.654036
ARL11,ARL11,4.481779
CD209,CD209,3.11716
HN1L,HN1L,9.175996
CATSPER2,CATSPER2,3.0018494
CHST13,CHST13,4.8506994
RPS6KB2,RPS6KB2,6.3428254
RORA,RORA,5.995274
ERCC6,ERCC6,6.229108
PAPLN,PAPLN,4.3436995
LAS1L,LAS1L,6.180383
RAD54B,RAD54B,6.6323557
CNOT8,CNOT8,5.4115877
FAM117A,FAM117A,4.1942034
ATAD1,ATAD1,6.067096
CDADC1,CDADC1,4.3209605
GFRA3,GFRA3,5.899224
PRF1,PRF1,11.440921
SLC22A17,SLC22A17,11.477569
PGPEP1L,PGPEP1L,3.9715507
SLC2A9,SLC2A9,10.502199
SCRT1,SCRT1,0.15926208
OVOL3,OVOL3,0.8635166
PPP1R3C,PPP1R3C,3.359301
CREBBP,CREBBP,8.300953
RPA3-AS1,RPA3-AS1,6.200377
ATF7IP2,ATF7IP2,3.7745986
CREBRF,CREBRF,5.0623097
BPIFB3,BPIFB3,5.2664123
HVCN1,HVCN1,6.8255796
GPA33,GPA33,9.422757
FAM213B,FAM213B,8.329171
RAD21L1,RAD21L1,0.19055238
POPDC2,POPDC2,2.8443787
GLB1L,GLB1L,3.8007998
USP11,USP11,7.34348
KLHL35,KLHL35,7.790837
SLC23A3,SLC23A3,2.229257
CR1L,CR1L,1.278342
PCED1B,PCED1B,4.241554
GFI1,GFI1,5.55876
TCP11L1,TCP11L1,8.043629
GALK2,GALK2,7.450585
ABCA5,ABCA5,6.13072
TMEM105,TMEM105,3.8599062
CTD-3214H19.4,CTD-3214H19.4,13.283643
AC010336.1,AC010336.1,1.0131835
PLGRKT,PLGRKT,7.0742807
BMI1,BMI1,7.3229656
DARS,DARS,8.097544
LYZL6,LYZL6,6.6229978
RBAK-RBAKDN,RBAK-RBAKDN,13.174167
NKX6-3,NKX6-3,4.4255743
ZNF578,ZNF578,11.204272
HSPD1,HSPD1,7.4476104
TPRG1L,TPRG1L,7.6867795
UBAC2,UBAC2,6.0626287
GALNT15,GALNT15,6.1842237
TSN,TSN,9.597455
IL2RG,IL2RG,5.6641545
SAE1,SAE1,6.9899
IRS1,IRS1,4.3259554
TPR,TPR,5.531014
KIAA1244,KIAA1244,10.281891
LMNA,LMNA,7.652661
HPSE,HPSE,10.1122675
GAS6,GAS6,6.074284
AK7,AK7,6.397641
SYT12,SYT12,9.656106
ZNF691,ZNF691,7.725743
GLP2R,GLP2R,7.1130095
CPNE1,CPNE1,7.346293
KIF22,KIF22,8.417759
IVD,IVD,8.963133
TBC1D2,TBC1D2,7.9158454
CDRT15,CDRT15,10.96473
RP11-664I21.6,RP11-664I21.6,0.051137913
FOXP2,FOXP2,5.802739
UXS1,UXS1,7.5695095
RP11-691N7.6,RP11-691N7.6,1.3419087
PRSS50,PRSS50,3.4631636
KIF1A,KIF1A,1.2107221
PLA2G4B,PLA2G4B,4.7587905
SCGB1D1,SCGB1D1,10.4927635
MITF,MITF,8.404463
DNAL1,DNAL1,4.416572
PELP1,PELP1,5.4266553
GABRE,GABRE,8.940899
ST8SIA3,ST8SIA3,3.4768858
RP11-211G3.3,RP11-211G3.3,2.2176204
NEDD1,NEDD1,4.7041483
FAM110D,FAM110D,2.4804196
SH3GL2,SH3GL2,5.7721562
EFCC1,EFCC1,7.093852
ZFP64,ZFP64,6.8566976
RP11-863K10.7,RP11-863K10.7,4.3933506
TMEM81,TMEM81,6.42056
ZNF717,ZNF717,12.854154
TPX2,TPX2,6.813156
TMEM87A,TMEM87A,7.5378284
SCAF4,SCAF4,8.171258
HIST1H2BB,HIST1H2BB,10.339551
EIF1AD,EIF1AD,9.929917
GNG13,GNG13,5.1353016
PTPN21,PTPN21,5.7701583
PRPF3,PRPF3,5.29118
ACAD9,ACAD9,5.5190654
INSIG2,INSIG2,8.516244
AP000304.12,AP000304.12,6.8695984
AKNA,AKNA,7.327653
GPR110,GPR110,7.0891724
SYN3,SYN3,1.0644572
DSG1,DSG1,8.25012
ACTL6A,ACTL6A,6.1049
NFATC4,NFATC4,4.846984
ARHGEF28,ARHGEF28,4.47441
TENM4,TENM4,7.804339
C16orf93,C16orf93,6.5564647
RNF40,RNF40,7.9350023
PAK2,PAK2,5.9432583
CASKIN1,CASKIN1,1.3096083
RP11-147C23.1,RP11-147C23.1,0.084848374
SPATA32,SPATA32,0.7812177
CYTH3,CYTH3,6.6466837
FBXO15,FBXO15,1.7510269
BTAF1,BTAF1,4.4625225
NUTM2E,NUTM2E,11.248154
PLA2G7,PLA2G7,6.9508467
GFM1,GFM1,6.697984
COPS5,COPS5,9.007458
PGAM5,PGAM5,7.063752
GPR15,GPR15,7.9750276
MIEF2,MIEF2,7.629607
POLR1C,POLR1C,7.8851023
MAGEA12,MAGEA12,4.520721
CLEC2B,CLEC2B,9.231385
OR10Q1,OR10Q1,0.10876048
CEP70,CEP70,10.827359
NUDT21,NUDT21,6.5999985
NUFIP2,NUFIP2,8.454157
ZNF808,ZNF808,5.9808245
PSCA,PSCA,9.464076
ALDH1L1,ALDH1L1,2.8095613
PRR14,PRR14,6.9425216
CBLN3,CBLN3,6.8999324
ANKLE1,ANKLE1,10.6671095
CDK6,CDK6,6.7044754
PPFIBP1,PPFIBP1,7.6020274
SC5D,SC5D,10.076849
ZNF334,ZNF334,1.8609217
NKX2-1,NKX2-1,1.6838901
EBF1,EBF1,2.930672
GRID2,GRID2,3.5238883
TBC1D15,TBC1D15,7.6592255
NDUFAF3,NDUFAF3,7.095093
ULK3,ULK3,6.9240336
DENND1C,DENND1C,6.3726854
RGS5,RGS5,7.1907516
ACVR1C,ACVR1C,5.3342037
HRASLS2,HRASLS2,3.8814278
ANKRD42,ANKRD42,6.930672
DDB2,DDB2,5.3312664
G6PC3,G6PC3,6.7235117
TRIO,TRIO,5.880672
MAGEB18,MAGEB18,4.269595
MARCH5,MARCH5,7.59669
GPC4,GPC4,4.00212
AGAP4,AGAP4,2.7925727
RP11-192H23.4,RP11-192H23.4,12.523281
SLC25A17,SLC25A17,5.2005224
SLC5A8,SLC5A8,10.205568
TMBIM1,TMBIM1,7.5125217
AVPI1,AVPI1,6.690879
NTRK1,NTRK1,5.6202335
NPR2,NPR2,6.93249
WDR18,WDR18,7.299422
UEVLD,UEVLD,8.554491
SUV39H1,SUV39H1,7.954225
CLUH,CLUH,5.7849045
SLC1A2,SLC1A2,6.8244996
CCDC85B,CCDC85B,6.686041
SYT15,SYT15,12.914664
LCOR,LCOR,4.499344
ACSL1,ACSL1,5.672881
DRAXIN,DRAXIN,3.47559
SEMA3E,SEMA3E,0.8396217
SULT6B1,SULT6B1,6.4908743
GNG4,GNG4,7.5500245
SLC30A6,SLC30A6,7.5268483
C5,C5,8.256184
RGCC,RGCC,7.0206313
KCNQ1,KCNQ1,5.865755
WBSCR22,WBSCR22,7.168178
FAM27E3,FAM27E3,6.2027736
C5orf34,C5orf34,2.9401839
LY6D,LY6D,7.600683
TOP3A,TOP3A,6.4492846
SETBP1,SETBP1,8.361217
MRPS5,MRPS5,9.599263
DOCK3,DOCK3,5.274026
PHLDB1,PHLDB1,7.0882435
RBBP4,RBBP4,6.985505
LMBR1,LMBR1,9.201758
EID2B,EID2B,10.950095
MAP1LC3B2,MAP1LC3B2,3.818042
BCL11A,BCL11A,7.936553
TRIM52,TRIM52,3.7054799
POU2F1,POU2F1,3.6048317
ORMDL2,ORMDL2,7.464947
BAG2,BAG2,8.597708
CHMP2B,CHMP2B,5.3676324
GLS,GLS,6.813457
DDX25,DDX25,3.952506
TTC31,TTC31,8.933717
AC016885.1,AC016885.1,5.029154
DZIP3,DZIP3,5.74408
DCLRE1B,DCLRE1B,8.121767
ARHGAP28,ARHGAP28,2.9236197
ARG2,ARG2,7.1623764
TMCO6,TMCO6,7.1220064
TAB2,TAB2,9.878875
NUP43,NUP43,6.907839
C1orf110,C1orf110,3.124214
ATP13A2,ATP13A2,6.0083737
THTPA,THTPA,9.431759
GPC2,GPC2,5.5302243
FABP12,FABP12,7.9272976
OCEL1,OCEL1,4.7798934
PRTG,PRTG,7.7066345
ELAVL1,ELAVL1,8.746492
EPYC,EPYC,7.6105466
PUM1,PUM1,8.422263
DDOST,DDOST,6.938956
RAP1B,RAP1B,7.2978716
EHBP1,EHBP1,5.2444773
COL14A1,COL14A1,8.983398
KCNQ3,KCNQ3,1.1775601
CASP5,CASP5,6.335929
LATS1,LATS1,6.6380897
CACNB2,CACNB2,9.940263
LRFN2,LRFN2,14.901428
NFATC2,NFATC2,5.0876913
CEP72,CEP72,4.8205585
RARS,RARS,6.7726383
DPP8,DPP8,4.4533057
RP11-766F14.2,RP11-766F14.2,0.84254825
TUBD1,TUBD1,6.0828414
NACC2,NACC2,6.0019927
BRSK2,BRSK2,10.786078
TMEM190,TMEM190,14.362742
RAB10,RAB10,6.867132
IL25,IL25,15.142026
CSNK2A1,CSNK2A1,6.195031
TAS2R14,TAS2R14,5.674577
MLNR,MLNR,8.732438
RP1L1,RP1L1,4.6094403
ZNF14,ZNF14,2.940381
ARHGEF37,ARHGEF37,9.10133
CEBPD,CEBPD,8.126861
APOA1,APOA1,4.7990847
PYGL,PYGL,8.8686
ENHO,ENHO,1.6180977
CEP250,CEP250,7.616032
GORASP2,GORASP2,6.7113414
CACNA1H,CACNA1H,12.503085
SZT2,SZT2,5.951361
TRIM49D1,TRIM49D1,0.1003201
CDKL4,CDKL4,2.2516615
OR51E2,OR51E2,5.1750193
RPL24,RPL24,8.607243
SPAG16,SPAG16,5.4081497
GPR27,GPR27,6.4103866
FEV,FEV,5.5231686
SCN8A,SCN8A,6.6468825
COL4A5,COL4A5,6.6878214
KIR3DL3,KIR3DL3,0.13122387
DOK7,DOK7,5.1748557
DDX23,DDX23,7.2863455
NKX6-1,NKX6-1,3.026792
PGAP3,PGAP3,6.600579
CDK18,CDK18,7.0721936
TLX1,TLX1,1.270451
C11orf16,C11orf16,0.9323738
CHAD,CHAD,4.4721603
RP11-894J14.5,RP11-894J14.5,10.753333
KDM3B,KDM3B,7.2676716
MTHFD1L,MTHFD1L,6.5619335
PCDHB3,PCDHB3,3.4430418
TTC38,TTC38,8.521931
SHISA7,SHISA7,3.9196956
RBFA,RBFA,4.905303
C3orf52,C3orf52,6.021234
ZZEF1,ZZEF1,4.3874006
MAPK6,MAPK6,6.097566
ZNF777,ZNF777,6.100772
SEPHS2,SEPHS2,7.6524534
MAGEA8,MAGEA8,4.661889
NAT16,NAT16,3.5035594
C5orf55,C5orf55,11.868794
KCTD10,KCTD10,7.3958106
EBP,EBP,7.1485887
ASB4,ASB4,7.5408196
ZMIZ2,ZMIZ2,5.56761
HIST2H4A,HIST2H4A,7.5969663
RFX5,RFX5,5.843355
PHC1,PHC1,6.04767
TESK1,TESK1,5.2551126
WNT6,WNT6,7.4411387
HOXA9,HOXA9,2.4908068
ZNF221,ZNF221,1.9442314
C19orf54,C19orf54,4.647888
C1orf200,C1orf200,7.4193363
PDCD7,PDCD7,5.8372707
POM121L7,POM121L7,2.4277542
PWWP2B,PWWP2B,9.39742
ADAMTSL5,ADAMTSL5,4.1222644
MYO9B,MYO9B,7.899041
PIANP,PIANP,1.7056581
MASTL,MASTL,6.3505034
AC023632.1,AC023632.1,3.5004897
SMPD4,SMPD4,5.73227
CYB561A3,CYB561A3,5.6628523
DDX18,DDX18,7.0695276
GRAMD1C,GRAMD1C,3.806469
AUH,AUH,5.0730305
C1orf56,C1orf56,11.871424
ACAD10,ACAD10,4.4923143
FAM127B,FAM127B,7.5484743
ADAMTS18,ADAMTS18,1.5044049
LZTS2,LZTS2,7.2200303
IRG1,IRG1,9.289156
MT1E,MT1E,7.9820714
FAM182B,FAM182B,8.929321
FMO3,FMO3,3.078451
HRH2,HRH2,9.619903
NAP1L6,NAP1L6,0.39394176
PRR19,PRR19,3.057621
MTTP,MTTP,0.5850101
C1orf63,C1orf63,8.829065
COL5A3,COL5A3,4.9101467
IL17A,IL17A,14.830828
CBWD2,CBWD2,6.894702
RCL1,RCL1,4.7502446
SPATA31A6,SPATA31A6,1.0075711
SBK3,SBK3,1.2789571
SFRP5,SFRP5,0.9562291
RP11-45M22.4,RP11-45M22.4,14.101289
GRHPR,GRHPR,6.1956077
MCPH1,MCPH1,9.505765
KNG1,KNG1,0.32336742
NEGR1,NEGR1,5.8071537
RSF1,RSF1,9.416933
SRMS,SRMS,11.32819
AMER1,AMER1,5.2681565
PEX11G,PEX11G,8.260829
CCDC106,CCDC106,4.121681
EIF5AL1,EIF5AL1,3.9919083
PCDHGA4,PCDHGA4,5.433302
ZDHHC21,ZDHHC21,5.882728
PKD2L2,PKD2L2,0.46047342
RGP1,RGP1,5.680903
CENPF,CENPF,5.1959248
YIPF1,YIPF1,5.4062104
FGF5,FGF5,1.1090293
CSTL1,CSTL1,14.679853
ASAH2B,ASAH2B,7.0914702
PTCD2,PTCD2,5.368623
ARL4D,ARL4D,5.499165
MARK3,MARK3,6.002222
BANP,BANP,6.287262
GDA,GDA,8.080379
TBX2,TBX2,3.7138782
MC1R,MC1R,11.181675
ANKRD17,ANKRD17,7.509151
PIWIL1,PIWIL1,6.790155
MAOA,MAOA,5.683709
C20ORF135,C20ORF135,0.004979718
RPAIN,RPAIN,5.037562
RBMY1J,RBMY1J,15.372034
TDGF1,TDGF1,6.717393
MGARP,MGARP,14.217589
HIST1H1C,HIST1H1C,7.336992
NPIPA2,NPIPA2,1.8133866
TRAPPC2P1,TRAPPC2P1,6.3762355
SCN2A,SCN2A,1.1155609
GUCA1C,GUCA1C,4.968459
TFPI,TFPI,8.248611
CIDEA,CIDEA,6.864
ZNF852,ZNF852,4.600552
GJC2,GJC2,2.3412707
IKZF2,IKZF2,9.731946
MEST,MEST,6.47351
AGBL1,AGBL1,9.299578
MAGEB6,MAGEB6,12.416712
NPIPB15,NPIPB15,4.4620647
NRM,NRM,7.134684
FRMD4A,FRMD4A,8.534801
EEFSEC,EEFSEC,6.964658
BAZ2B,BAZ2B,5.2805805
FTHL17,FTHL17,10.250778
UNC5C,UNC5C,9.679664
AC092850.1,AC092850.1,10.543723
KLK10,KLK10,6.9538116
POLR2B,POLR2B,7.111123
ZC3H3,ZC3H3,7.2902074
CHRFAM7A,CHRFAM7A,10.778446
TAS1R1,TAS1R1,4.5890436
PKD1,PKD1,6.8064284
ZNF582,ZNF582,10.204039
ZBED1,ZBED1,4.5999255
C11orf83,C11orf83,5.9338856
TFAP2A,TFAP2A,6.101304
PROL1,PROL1,4.1031547
SIRT6,SIRT6,8.306817
NAPA,NAPA,6.9012146
ARL14EPL,ARL14EPL,0.42118114
AC079354.1,AC079354.1,1.4517285
FJX1,FJX1,5.745001
RP11-434D12.1,RP11-434D12.1,2.0610857
VDAC3,VDAC3,7.705275
TPP1,TPP1,9.348486
SRSF2,SRSF2,8.572137
PPIAL4C,PPIAL4C,0.10710587
SENP8,SENP8,6.2283564
SFN,SFN,7.5796757
FRAS1,FRAS1,3.817206
RNASE7,RNASE7,5.9811215
CCBL2,CCBL2,8.96721
SPRR2A,SPRR2A,7.6126924
TDG,TDG,5.1538935
HIST1H4H,HIST1H4H,6.457837
SLC38A6,SLC38A6,6.153198
SMARCE1,SMARCE1,7.535513
GMIP,GMIP,4.5145745
ADCYAP1R1,ADCYAP1R1,11.105893
KIAA2018,KIAA2018,4.0755677
FRG1,FRG1,5.857822
DIRAS2,DIRAS2,9.583505
PCMTD1,PCMTD1,5.991161
FANCG,FANCG,6.2750936
PCDHGC4,PCDHGC4,4.797892
KLHL38,KLHL38,0.95494646
SNRNP40,SNRNP40,6.2387137
SGK223,SGK223,5.8729877
GSTM1,GSTM1,8.347847
EGLN1,EGLN1,9.127866
RALGPS1,RALGPS1,7.7607594
TBC1D3F,TBC1D3F,4.594177
OTOS,OTOS,0.37023354
VCPIP1,VCPIP1,3.962989
NPTX2,NPTX2,4.729186
CCDC85A,CCDC85A,3.8461525
ZSCAN16,ZSCAN16,3.1485884
FAM21B,FAM21B,7.2603707
GSTO2,GSTO2,7.485459
ATP13A3,ATP13A3,6.160147
ARSK,ARSK,3.5245118
ECE1,ECE1,9.379797
SPANXN5,SPANXN5,0.21371813
GSX2,GSX2,3.0432096
CENPB,CENPB,8.280193
